沙县小吃,湖南省,长沙市,开福区,沙县小吃(7号重建地店),112.987279,28.263732,586652d599dc7c8a4e2fdfef,13341312550
沙县小吃,湖南省,长沙市,开福区,福建沙县小吃(和平花园东),112.989468,28.274194,905931d6b652f1d7dbeced00,无数据
麻辣烫,湖南省,长沙市,开福区,鸭霸王麻辣烫,113.002116,28.261616,64a6b044aed29331c356ac45,(0731)82763969
麻辣烫,湖南省,长沙市,开福区,杨振东麻辣烫(长大店),113.030291,28.247954,无数据,13237418884
麻辣烫,湖南省,长沙市,开福区,大骨麻辣烫(万国城店),113.005962,28.26279,ad9bf59d4fef6b15f7231045,15111319304
麻辣烫,湖南省,长沙市,开福区,细屋里老益阳麻辣烫(长大店),113.030297,28.247947,无数据,"18075137731,15111481583"
沙县小吃,湖南省,长沙市,开福区,沙县小吃,113.020185,28.258877,19ece7521032e521f21937c3,无数据
麻辣烫,湖南省,长沙市,长沙县,益思味麻辣烫,113.060241,28.268658,无数据,17680318251
麻辣烫,湖南省,长沙市,开福区,觅姐麻辣烫,113.044984,28.25,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,正宗重庆麻辣烫(长沙大学店),113.04237,28.248798,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,好再来麻辣烫(洪西店),113.046146,28.250624,无数据,13924816779
麻辣烫,湖南省,长沙市,长沙县,小转火锅麻辣烫,113.057327,28.271913,无数据,15211103836
沙县小吃,湖南省,长沙市,长沙县,沙县小吃(龙塘店),113.060014,28.269485,0c30173362e86b6e76e5b613,"13874886746,18774897180"
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃(洪西店),113.046598,28.249381,211beb1133ad34b2ea12e448,"18605980092,18659854239"
麻辣烫,湖南省,长沙市,望城区,老益阳麻辣烫(罐子岭店),112.920922,28.302885,无数据,13973192693
麻辣烫,湖南省,长沙市,望城区,爱烫吧麻辣烫(恒大店),112.915292,28.300688,无数据,18975135632
麻辣烫,湖南省,长沙市,望城区,余记重庆麻辣烫,112.929273,28.286784,无数据,15697482113
麻辣烫,湖南省,长沙市,望城区,正宗益阳麻辣烫,112.911952,28.30151,bdaff1ee9f905782593ac897,15855087653
麻辣烫,湖南省,长沙市,望城区,李记麻辣烫,112.91986,28.303312,无数据,"18773731227,15974203827"
沙县小吃,湖南省,长沙市,望城区,沙县小吃,112.919733,28.287157,bbab7cb53277b857ea56fa72,无数据
沙县小吃,湖南省,长沙市,望城区,福建沙县小吃(普瑞大道),112.922201,28.302092,7484d571ebf23abe5fbe866f,无数据
沙县小吃,湖南省,长沙市,望城区,沙县小吃(金星北路),112.926037,28.288974,无数据,13799122958
沙县小吃,湖南省,长沙市,望城区,沙县小吃,112.936418,28.286577,无数据,18859805983
沙县小吃,湖南省,长沙市,望城区,沙县小吃,112.933857,28.303761,无数据,无数据
沙县小吃,湖南省,长沙市,望城区,林记沙县小吃,112.952379,28.277205,无数据,无数据
麻辣烫,湖南省,长沙市,开福区,川香麻辣烫,112.984016,28.282642,bf867bf750cb1e158836eeb6,无数据
麻辣烫,湖南省,长沙市,开福区,好呷麻辣烫,112.982216,28.282965,无数据,无数据
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃,112.971046,28.295099,994a19c73b16cef4102935ff,15959849229
沙县小吃,湖南省,长沙市,开福区,沙县小吃,113.005352,28.299464,2b5f8df810e883f3a3a93442,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(绿地海外滩店),112.952199,28.316383,5f11e009199ed0416318091d,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃,112.949104,28.330203,234cbcfe08f9f1fff4eafc61,无数据
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃,112.945465,28.327705,39dfcc08aebcbf7e26d2bb67,无数据
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃(鹅羊山小区店),112.964021,28.313478,416494341687e5befa2d6183,无数据
麻辣烫,湖南省,长沙市,开福区,益阳麻辣烫(周南中学店),112.974034,28.311301,无数据,13308498045
沙县小吃,湖南省,长沙市,开福区,沙县小吃老北京炸酱面,113.005293,28.308318,a8b7d1b2f32f515eacee7a7c,无数据
麻辣烫,湖南省,长沙市,开福区,益阳麻辣烫,112.956513,28.337057,fffa202884e6849e22022044,18673150037
沙县小吃,湖南省,长沙市,开福区,正宗沙县小吃,112.954287,28.335958,def816de536e892015a190fc,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃,112.975758,28.344108,6046785e80e54f3717c8f64d,无数据
沙县小吃,湖南省,长沙市,开福区,沙县小吃(沙坪店),113.027721,28.362183,无数据,无数据
